Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change Percentage (%),Date
C M HOLDINGS PLC,COLO.N0000,60,3,110.0,113.0,117.0,113.0,117.0,7.0,6.36,2021-12-02
C T LAND DEVELOPMENT PLC,CTLD.N0000,10,1,29.0,29.0,29.0,29.0,29.0,0.0,0.0,2021-12-02
C. W. MACKIE PLC,CWM.N0000,5330,24,62.0,62.0,62.0,60.0,60.2,-1.8,-2.9,2021-12-02
CARGILLS (CEYLON) PLC,CARG.N0000,15,1,211.0,213.0,213.0,213.0,213.0,2.0,0.95,2021-12-02
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,650,2,68.3,66.0,66.0,66.0,66.0,-2.3,-3.37,2021-12-02
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,29727,47,83.4,85.0,86.6,84.0,86.0,2.6,3.12,2021-12-02
CENTRAL INDUSTRIES PLC,CIND.N0000,53419,119,193.5,190.5,192.0,186.5,190.0,-3.5,-1.81,2021-12-02
CEYLON COLD STORES PLC,CCS.N0000,996,4,530.0,529.75,531.0,529.75,531.0,1.0,0.19,2021-12-02
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,1017,9,121.0,121.75,121.75,120.25,120.5,-0.5,-0.41,2021-12-02
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,30,3,94.7,94.7,94.7,94.0,94.0,-0.7,-0.74,2021-12-02
CEYLON HOSPITALS PLC,CHL.X0000,100,1,116.0,117.0,117.0,117.0,117.0,1.0,0.86,2021-12-02
CEYLON HOSPITALS PLC,CHL.N0000,523,8,136.0,139.0,140.0,139.0,140.0,4.0,2.94,2021-12-02
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,3730,12,15.5,16.5,16.5,15.5,16.0,0.5,3.23,2021-12-02
CEYLON INVESTMENT PLC,CINV.N0000,21431,18,52.4,52.5,52.5,51.0,51.9,-0.5,-0.95,2021-12-02
CEYLON TEA BROKERS PLC,CTBL.N0000,46143,20,4.1,4.2,4.3,4.1,4.2,0.1,2.44,2021-12-02
CEYLON TOBACCO COMPANY PLC,CTC.N0000,1096,40,893.75,895.0,895.0,880.25,882.0,-11.75,-1.31,2021-12-02
CHEMANEX PLC,CHMX.N0000,50,2,76.0,77.0,77.0,77.0,77.0,1.0,1.32,2021-12-02
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,210167,189,107.0,108.0,108.0,105.25,106.0,-1.0,-0.93,2021-12-02
CHRISSWORLD PLC,CWL.N0000,105650,26,22.5,22.6,23.4,22.0,22.0,-0.5,-2.22,2021-12-02
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,1000,1,89.8,89.0,89.0,89.0,89.0,-0.8,-0.89,2021-12-02
CITRUS LEISURE PLC,REEF.N0000,73761,14,8.3,8.2,8.6,8.2,8.5,0.2,2.41,2021-12-02
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,50,1,896.5,892.0,892.0,892.0,892.0,-4.5,-0.5,2021-12-02
COLOMBO DOCKYARD PLC,DOCK.N0000,1500,2,75.2,72.3,72.3,72.2,72.2,-3.0,-3.99,2021-12-02
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,5308,12,75.2,75.4,78.9,75.0,78.9,3.7,4.92,2021-12-02
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,200,4,32.9,32.2,34.0,32.1,34.0,1.1,3.34,2021-12-02
COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,7000,11,73.2,73.7,73.9,73.7,73.7,0.5,0.68,2021-12-02
COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,15526,43,80.8,82.9,82.9,81.2,81.2,0.4,0.5,2021-12-02
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,1286071,473,26.2,26.2,31.9,25.5,31.0,4.8,18.32,2021-12-02
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,33,1,135.0,132.0,132.0,132.0,132.0,-3.0,-2.22,2021-12-02
COMMERCIAL LEASING & FINANCE PLC,CLC.N0000,937223,969,61.9,60.0,63.1,54.1,61.7,-0.2,-0.32,2021-12-02
DANKOTUWA PORCELAIN PLC,DPL.N0000,3500,7,14.1,14.5,14.6,14.4,14.6,0.5,3.55,2021-12-02
DFCC BANK PLC,DFCC.N0000,7125,20,60.0,60.5,60.5,60.0,60.4,0.4,0.67,2021-12-02
DIALOG AXIATA PLC,DIAL.N0000,64055,20,11.0,11.0,11.2,11.0,11.1,0.1,0.91,2021-12-02
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,150,4,618.0,618.0,618.0,612.5,612.5,-5.5,-0.89,2021-12-02
DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,682,6,671.0,700.0,700.0,677.25,677.25,6.25,0.93,2021-12-02
DIPPED PRODUCTS PLC,DIPD.N0000,152495,232,51.7,52.3,52.5,51.0,51.9,0.2,0.39,2021-12-02
DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,45435,49,16.9,16.8,16.9,16.7,16.9,0.0,0.0,2021-12-02
E - CHANNELLING PLC,ECL.N0000,1804195,657,13.1,12.8,16.3,12.8,16.3,3.2,24.43,2021-12-02
E B CREASY & COMPANY PLC,EBCR.N0000,1251,4,24.3,24.2,24.3,24.2,24.3,0.0,0.0,2021-12-02
E M L CONSULTANTS PLC,EML.N0000,1079000,345,24.8,24.8,28.9,24.6,26.4,1.6,6.45,2021-12-02
EAST WEST PROPERTIES PLC,EAST.N0000,4630,5,9.6,9.7,9.7,9.6,9.7,0.1,1.04,2021-12-02
EASTERN MERCHANTS PLC,EMER.N0000,15800,4,7.7,7.4,7.4,7.3,7.3,-0.4,-5.19,2021-12-02
EDEN HOTEL LANKA PLC,EDEN.N0000,304751,102,30.9,27.5,31.5,27.5,30.0,-0.9,-2.91,2021-12-02
ELPITIYA PLANTATIONS PLC,ELPL.N0000,30226,39,108.25,108.0,108.0,105.75,106.75,-1.5,-1.39,2021-12-02
EX-PACK CORRUGATED CARTONS LIMITED,PACK.N0000,2237144,485,23.1,23.0,23.3,22.0,23.0,-0.1,-0.43,2021-12-02
EXPOLANKA HOLDINGS PLC,EXPO.N0000,2006820,1822,284.5,282.0,289.0,272.0,285.25,0.75,0.26,2021-12-02
FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,6057,13,40.8,41.3,41.3,40.8,41.1,0.3,0.74,2021-12-02
GALADARI HOTELS (LANKA) PLC,GHLL.N0000,6252,8,22.9,21.5,23.0,21.5,23.0,0.1,0.44,2021-12-02
GOOD HOPE PLC,GOOD.N0000,43,3,1005.0,1050.0,1050.0,1050.0,1050.0,45.0,4.48,2021-12-02
GUARDIAN CAPITAL PARTNERS PLC,WAPO.N0000,820,8,31.9,32.0,32.4,32.0,32.4,0.5,1.57,2021-12-02
HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,200,1,17.1,16.6,16.6,16.6,16.6,-0.5,-2.92,2021-12-02
HATTON NATIONAL BANK PLC,HNB.X0000,8271,10,131.75,131.75,131.75,131.75,131.75,0.0,0.0,2021-12-02
HATTON NATIONAL BANK PLC,HNB.N0000,11590,24,148.0,148.0,149.0,148.0,149.0,1.0,0.68,2021-12-02
HAYCARB PLC,HAYC.N0000,12658,38,73.3,74.9,74.9,72.7,73.4,0.1,0.14,2021-12-02
HAYLEYS FABRIC PLC,MGT.N0000,445192,181,38.8,37.5,39.9,37.5,39.4,0.6,1.55,2021-12-02
HAYLEYS FIBRE PLC,HEXP.N0000,10082,10,68.1,68.1,69.0,68.1,69.0,0.9,1.32,2021-12-02
HAYLEYS LEISURE PLC,CONN.N0000,15998,7,20.9,20.7,21.5,20.6,20.9,0.0,0.0,2021-12-02
HAYLEYS PLC,HAYL.N0000,461787,284,108.0,107.0,110.0,106.5,108.75,0.75,0.69,2021-12-02
HEMAS HOLDINGS PLC,HHL.N0000,63546,94,68.2,70.0,72.4,68.5,71.0,2.8,4.11,2021-12-02
HIKKADUWA BEACH RESORT PLC,CITH.N0000,28601,10,6.0,6.0,6.0,6.0,6.0,0.0,0.0,2021-12-02
HNB ASSURANCE PLC,HASU.N0000,7202,6,42.9,43.2,44.4,43.0,44.3,1.4,3.26,2021-12-02
HNB FINANCE PLC,HNBF.N0000,78032,45,10.8,10.8,11.2,10.7,11.2,0.4,3.7,2021-12-02
HNB FINANCE PLC,HNBF.X0000,235,3,9.4,9.7,9.8,9.7,9.8,0.4,4.26,2021-12-02
HORANA PLANTATIONS PLC,HOPL.N0000,2006,5,28.4,28.0,28.1,28.0,28.1,-0.3,-1.06,2021-12-02
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,5455,12,32.0,32.0,32.0,31.0,31.0,-1.0,-3.13,2021-12-02
HUNAS FALLS HOTELS PLC,HUNA.N0000,100,1,283.5,261.25,261.25,261.25,261.25,-22.25,-7.85,2021-12-02
HVA FOODS PLC,HVA.N0000,47611,24,6.8,7.0,7.0,6.7,6.7,-0.1,-1.47,2021-12-02
INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,1713250,45,0.4,0.4,0.4,0.4,0.4,0.0,0.0,2021-12-02
JANASHAKTHI INSURANCE PLC,JINS.N0000,61768,16,24.9,25.0,25.0,24.9,25.0,0.1,0.4,2021-12-02
JAT HOLDINGS PLC,JAT.N0000,38073,16,21.4,21.0,21.3,21.0,21.2,-0.2,-0.93,2021-12-02
JETWING SYMPHONY PLC,JETS.N0000,1001,2,10.7,11.0,11.0,10.8,10.8,0.1,0.93,2021-12-02
JOHN KEELLS HOLDINGS PLC,JKH.N0000,44813,63,145.25,145.5,147.0,145.5,145.75,0.5,0.34,2021-12-02
JOHN KEELLS HOTELS PLC,KHL.N0000,15388,12,11.9,12.0,12.1,12.0,12.1,0.2,1.68,2021-12-02
JOHN KEELLS PLC,JKL.N0000,40,3,71.1,70.5,70.5,70.0,70.0,-1.1,-1.55,2021-12-02
KAHAWATTE PLANTATIONS PLC,KAHA.N0000,2202,4,25.3,26.3,26.3,25.4,25.4,0.1,0.4,2021-12-02
KEGALLE PLANTATIONS PLC,KGAL.N0000,219,3,134.5,135.25,135.25,133.75,134.0,-0.5,-0.37,2021-12-02
KELANI CABLES PLC,KCAB.N0000,15413,21,393.0,393.0,393.0,384.25,392.5,-0.5,-0.13,2021-12-02
KELANI TYRES PLC,TYRE.N0000,16554,35,84.0,85.0,85.0,82.8,82.8,-1.2,-1.43,2021-12-02
KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,111921,68,74.9,72.0,74.9,70.1,74.1,-0.8,-1.07,2021-12-02
KELSEY DEVELOPMENTS PLC,KDL.N0000,1,1,28.6,28.5,28.5,28.5,28.5,-0.1,-0.35,2021-12-02
KOTAGALA PLANTATIONS PLC,KOTA.N0000,284793,73,8.0,8.1,8.2,7.9,8.1,0.1,1.25,2021-12-02
KOTMALE HOLDINGS PLC,LAMB.N0000,11,2,408.0,404.75,405.0,404.75,405.0,-3.0,-0.74,2021-12-02
L O L C DEVELOPMENT FINANCE PLC,NIFL.N0000,1219,13,462.5,447.0,462.75,446.75,450.0,-12.5,-2.7,2021-12-02
L O L C HOLDINGS PLC,LOLC.N0000,98674,333,985.5,980.0,994.75,960.0,989.25,3.75,0.38,2021-12-02
L V L ENERGY FUND PLC,LVEF.N0000,561501,22,10.5,10.5,10.5,10.4,10.5,0.0,0.0,2021-12-02
LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,163538,99,26.5,26.3,27.4,26.0,26.5,0.0,0.0,2021-12-02
LANKA ASHOK LEYLAND PLC,ASHO.N0000,16,3,685.25,709.75,709.75,709.75,709.75,24.5,3.58,2021-12-02
LANKA CREDIT AND BUSINESS FINANCE LIMITED,LCBF.N0000,773174,118,3.7,3.6,3.7,3.6,3.6,-0.1,-2.7,2021-12-02
LANKA IOC PLC,LIOC.N0000,26699,12,27.1,27.5,27.9,27.1,27.4,0.3,1.11,2021-12-02
LANKA MILK FOODS (CWE) PLC,LMF.N0000,176029,388,244.0,245.0,254.0,239.0,244.0,0.0,0.0,2021-12-02
LANKA REALTY INVESTMENTS PLC,ASCO.N0000,719403,164,27.8,28.0,28.5,27.0,28.4,0.6,2.16,2021-12-02
LANKA TILES PLC,TILE.N0000,32959,56,104.75,104.75,104.75,102.0,104.0,-0.75,-0.72,2021-12-02
LANKA WALLTILE PLC,LWL.N0000,110089,100,116.5,116.5,118.0,114.75,117.0,0.5,0.43,2021-12-02
LANKEM CEYLON PLC,LCEY.N0000,4341,20,41.0,38.1,39.9,35.5,37.0,-4.0,-9.76,2021-12-02
LANKEM DEVELOPMENTS PLC,LDEV.N0000,130415,25,5.8,5.8,6.0,5.7,5.9,0.1,1.72,2021-12-02
LAUGFS GAS PLC,LGL.X0000,5513,10,15.0,14.9,14.9,14.6,14.6,-0.4,-2.67,2021-12-02
LAUGFS GAS PLC,LGL.N0000,3632,12,20.9,21.3,21.3,20.5,20.7,-0.2,-0.96,2021-12-02
LAUGFS POWER PLC,LPL.X0000,1790,9,8.8,8.2,8.8,8.1,8.8,0.0,0.0,2021-12-02
LAUGFS POWER PLC,LPL.N0000,3260,8,10.9,11.1,11.1,10.3,11.1,0.2,1.83,2021-12-02
LAXAPANA BATTERIES PLC,LITE.N0000,1927,3,14.3,14.2,14.5,14.2,14.5,0.2,1.4,2021-12-02
LB FINANCE PLC,LFIN.N0000,37775,41,64.0,64.5,64.5,64.0,64.5,0.5,0.78,2021-12-02
LION BREWERY (CEYLON) PLC,LION.N0000,87997,5,545.0,559.0,559.0,545.0,545.0,0.0,0.0,2021-12-02
LOLC FINANCE PLC,LOFC.N0000,6190926,1141,26.5,25.5,27.1,25.0,26.7,0.2,0.75,2021-12-02
LOTUS HYDRO POWER PLC,HPFL.N0000,1289,6,11.0,10.6,11.1,10.6,11.0,0.0,0.0,2021-12-02
MACKWOODS ENERGY PLC,MEL.N0000,99085,29,2.8,2.8,2.9,2.8,2.8,0.0,0.0,2021-12-02
MADULSIMA PLANTATIONS PLC,MADU.N0000,300,3,9.3,9.1,9.5,9.1,9.5,0.2,2.15,2021-12-02
MAHAWELI COCONUT PLANTATIONS PLC,MCPL.N0000,105,2,51.1,47.1,51.0,47.1,51.0,-0.1,-0.2,2021-12-02
MAHAWELI REACH HOTELS PLC,MRH.N0000,93,4,14.9,14.9,14.9,14.5,14.5,-0.4,-2.68,2021-12-02
MALWATTE VALLEY PLANTATION PLC,MAL.N0000,602,8,24.4,24.0,25.0,24.0,24.6,0.2,0.82,2021-12-02
MALWATTE VALLEY PLANTATION PLC,MAL.X0000,1483,3,15.7,15.7,15.7,15.5,15.5,-0.2,-1.27,2021-12-02
MARAWILA RESORTS PLC,MARA.N0000,338636,39,3.1,3.2,3.2,3.0,3.0,-0.1,-3.23,2021-12-02
MASKELIYA PLANTATIONS PLC,MASK.N0000,9922,13,12.7,12.1,12.1,12.0,12.0,-0.7,-5.51,2021-12-02
MELSTACORP PLC,MELS.N0000,200453,112,56.0,57.0,57.4,56.0,56.9,0.9,1.61,2021-12-02
MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,62,2,98.1,98.0,98.0,94.0,94.0,-4.1,-4.18,2021-12-02
MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,50523,11,6.0,5.8,6.0,5.8,6.0,0.0,0.0,2021-12-02
MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,4332,7,5.8,5.8,5.8,5.8,5.8,0.0,0.0,2021-12-02
MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,6311,6,1.3,1.4,1.4,1.3,1.3,0.0,0.0,2021-12-02
MULTI FINANCE PLC,MFL.N0000,21867,9,10.1,10.0,11.9,10.0,11.9,1.8,17.82,2021-12-02
NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,236,9,340.0,330.25,349.0,330.0,349.0,9.0,2.65,2021-12-02
NATION LANKA FINANCE PLC,CSF.N0000,401490,25,0.9,1.0,1.0,0.9,1.0,0.1,11.11,2021-12-02
NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,17118,38,71.1,71.1,72.0,71.1,71.3,0.2,0.28,2021-12-02
NATIONS TRUST BANK PLC,NTB.N0000,51,2,55.9,57.9,57.9,57.9,57.9,2.0,3.58,2021-12-02
NAWALOKA HOSPITALS PLC,NHL.N0000,3726999,581,9.3,9.5,10.7,9.4,10.5,1.2,12.9,2021-12-02
NESTLE LANKA PLC,NEST.N0000,1154,7,1240.5,1249.75,1249.75,1240.0,1240.0,-0.5,-0.04,2021-12-02
ODEL PLC,ODEL.N0000,5786,21,20.8,21.0,21.0,19.2,20.7,-0.1,-0.48,2021-12-02
ORIENT FINANCE PLC,BFN.N0000,45712,14,15.9,16.0,16.7,16.0,16.7,0.8,5.03,2021-12-02
OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,5971,6,18.0,18.2,18.3,18.1,18.1,0.1,0.56,2021-12-02
PALM GARDEN HOTELS PLC,PALM.N0000,11,2,114.75,120.0,120.0,120.0,120.0,5.25,4.58,2021-12-02
PAN ASIA BANKING CORPORATION PLC,PABC.N0000,175716,80,15.9,15.9,16.4,15.8,16.4,0.5,3.14,2021-12-02
PANASIAN POWER PLC,PAP.N0000,56377,28,5.8,6.0,6.0,5.8,5.8,0.0,0.0,2021-12-02
PEOPLE'S INSURANCE PLC,PINS.N0000,19124,20,31.2,32.5,33.0,32.0,32.0,0.8,2.56,2021-12-02
PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,39181,33,10.8,10.8,10.8,10.7,10.8,0.0,0.0,2021-12-02
PEOPLE`S MERCHANT FINANCE PLC,PMB.N0000,3884,14,6.7,6.7,7.1,6.7,6.7,0.0,0.0,2021-12-02
PGP GLASS CEYLON PLC,GLAS.N0000,72120,29,16.5,16.7,16.7,16.3,16.5,0.0,0.0,2021-12-02
PRIME FINANCE PLC,GSF.N0000,225,4,16.1,16.8,17.3,16.8,17.3,1.2,7.45,2021-12-02
PRIME LANDS RESIDENCIES PLC,PLR.N0000,337426,63,9.6,9.6,9.8,9.5,9.8,0.2,2.08,2021-12-02
PRINTCARE PLC,CARE.N0000,1265,4,43.0,43.5,43.5,43.0,43.0,0.0,0.0,2021-12-02
R I L PROPERTY PLC,RIL.N0000,957586,142,14.0,14.0,14.2,13.7,14.2,0.2,1.43,2021-12-02
RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,50,1,23.0,22.9,22.9,22.9,22.9,-0.1,-0.43,2021-12-02
RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,56975,19,8.0,8.0,8.2,8.0,8.0,0.0,0.0,2021-12-02
RAMBODA FALLS PLC,RFL.N0000,8,1,21.5,19.3,19.3,19.3,19.3,-2.2,-10.23,2021-12-02
RENUKA AGRI FOODS PLC,RAL.N0000,477819,47,4.5,4.4,4.5,4.3,4.5,0.0,0.0,2021-12-02
RENUKA FOODS PLC,COCO.X0000,2455,3,12.6,12.6,12.6,12.5,12.6,0.0,0.0,2021-12-02
RENUKA FOODS PLC,COCO.N0000,143,2,17.1,16.6,17.0,16.6,17.0,-0.1,-0.58,2021-12-02
RENUKA HOLDINGS PLC,RHL.N0000,9029,5,17.5,17.1,17.9,17.1,17.2,-0.3,-1.71,2021-12-02
RESUS ENERGY PLC,HPWR.N0000,141812,82,43.7,43.5,45.0,36.6,43.0,-0.7,-1.6,2021-12-02
RICHARD PIERIS AND COMPANY PLC,RICH.N0000,106472,26,18.7,18.4,18.7,18.4,18.7,0.0,0.0,2021-12-02
RICHARD PIERIS EXPORTS PLC,REXP.N0000,2,2,471.0,473.5,473.5,473.5,473.5,2.5,0.53,2021-12-02
ROYAL CERAMICS LANKA PLC,RCL.N0000,1179241,387,64.9,65.0,66.5,63.5,66.2,1.3,2.0,2021-12-02
ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,1500,5,24.4,24.2,24.2,23.5,23.5,-0.9,-3.69,2021-12-02
S M B LEASING PLC,SEMB.N0000,4768611,22,0.8,0.8,0.9,0.8,0.9,0.1,12.5,2021-12-02
S M B LEASING PLC,SEMB.X0000,2035351,21,0.3,0.3,0.4,0.3,0.4,0.1,33.33,2021-12-02
SAMPATH BANK PLC,SAMP.N0000,217773,124,53.6,53.5,54.0,53.5,53.8,0.2,0.37,2021-12-02
SANASA DEVELOPMENT BANK PLC,SDB.N0000,2878,20,48.5,48.4,49.0,48.3,48.6,0.1,0.21,2021-12-02
SELINSING PLC,SELI.N0000,16,2,723.25,676.0,676.0,676.0,676.0,-47.25,-6.53,2021-12-02
SERENDIB ENGINEERING GROUP PLC,IDL.N0000,1,1,6.5,6.7,6.7,6.7,6.7,0.2,3.08,2021-12-02
SERENDIB HOTELS PLC,SHOT.X0000,16107,10,10.1,10.1,10.1,10.0,10.0,-0.1,-0.99,2021-12-02
SERENDIB HOTELS PLC,SHOT.N0000,100,1,17.6,17.8,17.8,17.8,17.8,0.2,1.14,2021-12-02
SEYLAN BANK PLC,SEYB.N0000,5,1,45.0,45.5,45.5,45.5,45.5,0.5,1.11,2021-12-02
SEYLAN BANK PLC,SEYB.X0000,1902,14,33.9,34.5,34.5,33.8,33.8,-0.1,-0.29,2021-12-02
SEYLAN DEVELOPMENTS PLC,CSD.N0000,730,5,17.2,17.4,17.4,17.4,17.4,0.2,1.16,2021-12-02
SHAW WALLACE INVESTMENTS PLC,KZOO.N0000,878414,112,11.8,11.8,12.1,11.4,12.0,0.2,1.69,2021-12-02
SIERRA CABLES PLC,SIRA.N0000,450328,90,14.0,14.0,14.0,13.6,14.0,0.0,0.0,2021-12-02
SINGER (SRI LANKA) PLC,SINS.N0000,12251,20,15.9,16.2,16.2,16.0,16.0,0.1,0.63,2021-12-02
SINGER FINANCE LANKA PLC,SFIN.N0000,304319,159,15.5,15.9,16.9,15.6,16.8,1.3,8.39,2021-12-02
SINGHE HOSPITALS PLC,SINH.N0000,6349238,353,3.1,3.1,3.5,3.0,3.4,0.3,9.68,2021-12-02
SINHAPUTHRA FINANCE PLC,SFL.P0000,100,1,10.9,10.9,10.9,10.9,10.9,0.0,0.0,2021-12-02
SINHAPUTHRA FINANCE PLC,SFL.N0000,4617,4,16.7,16.3,17.5,16.0,17.5,0.8,4.79,2021-12-02
SOFTLOGIC CAPITAL PLC,SCAP.N0000,8971794,939,7.0,7.2,7.6,6.9,7.4,0.4,5.71,2021-12-02
SOFTLOGIC FINANCE PLC,CRL.N0000,30687,24,11.8,11.8,12.0,11.5,12.0,0.2,1.69,2021-12-02
SOFTLOGIC HOLDINGS PLC,SHL.N0000,317005,76,15.8,15.5,16.3,15.5,16.3,0.5,3.16,2021-12-02
SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,3528476,1119,37.8,38.5,43.4,38.0,42.2,4.4,11.64,2021-12-02
SRI LANKA TELECOM PLC,SLTL.N0000,38,4,36.0,36.0,37.0,36.0,36.4,0.4,1.11,2021-12-02
SUNSHINE HOLDINGS PLC,SUN.N0000,304505,146,36.7,37.4,37.4,36.7,36.8,0.1,0.27,2021-12-02
SWISSTEK (CEYLON) PLC,PARQ.N0000,337888,123,40.1,40.8,40.8,39.5,40.3,0.2,0.5,2021-12-02
TAL LANKA HOTELS PLC,TAJ.N0000,15206,15,19.0,19.9,20.5,19.5,19.5,0.5,2.63,2021-12-02
TALAWAKELLE TEA ESTATES PLC,TPL.N0000,2020,9,48.6,47.7,47.7,47.0,47.5,-1.1,-2.26,2021-12-02
TANGERINE BEACH HOTELS PLC,TANG.N0000,9495,13,61.1,60.0,60.0,58.2,58.2,-2.9,-4.75,2021-12-02
TEEJAY LANKA PLC,TJL.N0000,13984,13,42.1,42.9,42.9,42.1,42.1,0.0,0.0,2021-12-02
TESS AGRO PLC,TESS.N0000,265170,33,0.6,0.6,0.7,0.5,0.7,0.1,16.67,2021-12-02
TESS AGRO PLC,TESS.X0000,460810,21,0.5,0.5,0.6,0.4,0.6,0.1,20.0,2021-12-02
THE LIGHTHOUSE HOTEL PLC,LHL.N0000,100,3,32.7,35.7,35.8,35.7,35.8,3.1,9.48,2021-12-02
THE AUTODROME PLC,AUTO.N0000,5,1,103.5,103.0,103.0,103.0,103.0,-0.5,-0.48,2021-12-02
THE COLOMBO FORT LAND AND BUILDING PLC,CFLB.N0000,31410,18,22.1,21.5,22.5,21.5,22.5,0.4,1.81,2021-12-02
THE FORTRESS RESORTS PLC,RHTL.N0000,1,1,11.2,11.0,11.0,11.0,11.0,-0.2,-1.79,2021-12-02
THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,2726,6,7.8,7.8,7.9,7.7,7.7,-0.1,-1.28,2021-12-02
THE KINGSBURY PLC,SERV.N0000,1176,6,8.8,8.8,9.1,8.8,8.9,0.1,1.14,2021-12-02
THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,316280,261,52.4,53.5,65.0,52.8,60.0,7.6,14.5,2021-12-02
THREE ACRE FARMS PLC,TAFL.N0000,229,7,224.75,229.75,234.5,221.0,234.0,9.25,4.12,2021-12-02
TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,140614,58,44.9,44.6,45.3,44.4,44.7,-0.2,-0.45,2021-12-02
TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,70523,72,51.0,50.6,51.0,50.0,51.0,0.0,0.0,2021-12-02
TRANS ASIA HOTELS PLC,TRAN.N0000,50,1,54.7,56.0,56.0,56.0,56.0,1.3,2.38,2021-12-02
UNION BANK OF COLOMBO PLC,UBC.N0000,50200,6,11.5,11.6,11.6,11.5,11.5,0.0,0.0,2021-12-02
UNISYST ENGINEERING PLC,ALUF.N0000,190982,56,13.7,13.5,15.0,13.5,14.7,1.0,7.3,2021-12-02
UNITED MOTORS LANKA PLC,UML.N0000,1515,2,80.0,80.0,80.0,80.0,80.0,0.0,0.0,2021-12-02
VALLIBEL FINANCE PLC,VFIN.N0000,105274,65,39.0,37.5,41.1,37.5,41.4,2.4,6.15,2021-12-02
VALLIBEL ONE PLC,VONE.N0000,3766287,1598,71.0,71.0,76.5,68.0,76.4,5.4,7.61,2021-12-02
VALLIBEL POWER ERATHNA PLC,VPEL.N0000,111018,50,8.7,8.6,8.6,8.6,8.6,-0.1,-1.15,2021-12-02
VIDULLANKA PLC,VLL.X0000,4600,1,5.4,5.4,5.4,5.4,5.4,0.0,0.0,2021-12-02
VIDULLANKA PLC,VLL.N0000,112303,12,6.8,6.8,6.8,6.7,6.8,0.0,0.0,2021-12-02
WASKADUWA BEACH RESORT PLC,CITW.N0000,17300,12,3.4,3.4,3.4,3.4,3.4,0.0,0.0,2021-12-02
WATAWALA PLANTATIONS PLC,WATA.N0000,59213,101,110.75,110.0,110.0,105.75,108.75,-2.0,-1.81,2021-12-02
WINDFORCE PLC,WIND.N0000,120185,30,18.5,18.5,18.5,18.4,18.4,-0.1,-0.54,2021-12-02
ARPICO INSURANCE PLC,AINS.N0000,1000,1,21.0,21.5,21.5,21.5,21.5,0.5,2.38,2021-12-02
ASIA CAPITAL PLC,ACAP.N0000,15215,8,7.0,7.1,7.3,7.1,7.3,0.3,4.29,2021-12-02
CEYLINCO INSURANCE PLC,CINS.X0000,1564,6,999.5,999.75,1000.0,999.75,1000.0,0.5,0.05,2021-12-02
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,1,1,123.75,126.0,126.0,126.0,126.0,2.25,1.82,2021-12-02
CONVENIENCE FOODS LANKA PLC,SOY.N0000,646,6,1101.25,1145.0,1150.0,1145.0,1150.0,48.75,4.43,2021-12-02
DIALOG FINANCE PLC,CALF.N0000,5,2,78.1,78.1,78.1,78.1,78.1,0.0,0.0,2021-12-02
