id,name,symbol,quantity,percentageChange,change,price,previousClose,high,low,lastTradedTime,issueDate,turnover,sharevolume,tradevolume,marketCap,marketCapPercentage,open,closingPrice,crossingVolume,crossingTradeVol,status,Scrape_time,Date
2065,ACCESS ENGINEERING PLC,AEL.N0000,5920,-0.6666666666666666,-0.1,14.9,15.0,15.4,14.8,1682065556349,27/MAR/2012,9518352.5,632900,207,15000000000.0,0.0,15.3,0.0,632900,207,0,2023-04-21 08:28:25.285133,2023-04-21
472,ACL CABLES PLC,ACL.N0000,36,1.1235955056179776,0.9,81.0,80.1,82.8,80.0,1682065409841,01/JAN/1976,8743858.5,108667,119,19189935072.0,0.0,80.0,0.0,108667,119,0,2023-04-21 08:28:25.285133,2023-04-21
406,ACL PLASTICS PLC,APLA.N0000,1,3.90625,15.0,399.0,384.0,399.75,397.5,1682058237969,05/APR/1995,119877.0,301,11,1617600000.0,0.0,397.5,0.0,301,11,0,2023-04-21 08:28:25.285133,2023-04-21
554,ACME PRINTING & PACKAGING PLC,ACME.N0000,70,-1.492537313432836,-0.1,6.6,6.7,6.6,6.6,1682063903706,01/JAN/1956,660.0,100,2,636500000.0,0.0,6.6,0.0,100,2,0,2023-04-21 08:28:25.285133,2023-04-21
163,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,2,-0.6535947712418301,-0.2,30.4,30.6,31.0,30.1,1682064844521,22/JAN/1996,1224485.5,40110,54,4781250000.0,0.0,30.7,0.0,40110,54,0,2023-04-21 08:28:25.285133,2023-04-21
2026,AGSTAR PLC,AGST.N0000,25,-1.6,-0.2,12.3,12.5,12.8,12.3,1682064961472,16/FEB/2012,1875280.2,150643,65,5766118312.5,0.0,12.5,0.0,150643,65,2,2023-04-21 08:28:25.285133,2023-04-21
144,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,71,-2.337228714524207,-1.4,58.5,59.9,59.9,58.0,1682064159161,01/JAN/1980,8568937.8,145290,15,20143771599.0,0.0,58.0,0.0,145290,15,0,2023-04-21 08:28:25.285133,2023-04-21
343,AITKEN SPENCE PLC,SPEN.N0000,50,0.5671077504725898,0.75,133.0,132.25,133.5,133.0,1682065626714,01/JAN/1983,6509648.5,48898,45,53692976951.25,0.0,133.0,0.0,48898,45,0,2023-04-21 08:28:25.285133,2023-04-21
395,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,38,-3.7313432835820897,-2.5,64.5,67.0,67.4,64.3,1682063638351,01/JAN/1959,509660.1,7823,45,2257632000.0,0.0,67.4,0.0,7823,45,0,2023-04-21 08:28:25.285133,2023-04-21
3082,ALUMEX PLC,ALUM.N0000,200,1.1363636363636365,0.1,8.9,8.8,9.0,8.8,1682065488308,31/MAR/2014,1048087.2,118966,45,5267729984.0,0.0,8.9,0.0,118966,45,2,2023-04-21 08:28:25.285133,2023-04-21
3046,AMANA BANK PLC,ABL.N0000,5,3.8461538461538463,0.1,2.7,2.6,2.7,2.5,1682065674522,29/JAN/2014,253274.0,97307,38,7238268728.6,0.0,2.6,0.0,97307,38,0,2023-04-21 08:28:25.285133,2023-04-21
364,AMANA TAKAFUL PLC,ATL.N0000,20,4.545454545454546,0.5,11.5,11.0,12.0,11.5,1682063176966,27/NOV/2006,146145.5,12252,13,2239937073.0,0.0,11.6,0.0,12252,13,2,2023-04-21 08:28:25.285133,2023-04-21
3575,AMANA TAKAFUL LIFE PLC,ATLL.N0000,100,0.8547008547008547,0.3,35.4,35.1,36.7,35.4,1682061953205,18/AUG/2016,4153.9,117,3,1755000000.0,0.0,35.7,0.0,117,3,2,2023-04-21 08:28:25.285133,2023-04-21
2145,AMBEON CAPITAL PLC,TAP.N0000,3000,7.216494845360825,0.7,10.4,9.7,10.6,9.7,1682065674318,17/MAY/2012,16277697.4,1579502,361,9726430705.5,0.0,9.7,0.0,1579502,361,3,2023-04-21 08:28:25.285133,2023-04-21
121,AMBEON HOLDINGS PLC,GREG.N0000,100,6.571428571428571,2.3,37.3,35.0,38.9,33.5,1682062038289,01/JAN/1970,1521959.5,42303,40,12490438310.0,0.0,33.8,0.0,42303,40,2,2023-04-21 08:28:25.285133,2023-04-21
3244,ARPICO INSURANCE PLC,AINS.N0000,10000,0.0,0.0,20.0,20.0,20.7,20.0,1682057692545,16/JAN/2015,200041.4,10002,2,1324608140.0,0.0,20.7,0.0,10002,2,2,2023-04-21 08:28:25.285133,2023-04-21
2025,ASIA ASSET FINANCE PLC,AAF.N0000,25,1.2195121951219512,0.1,8.3,8.2,8.3,8.2,1682061502338,12/JAN/2012,20609.1,2513,3,1018403370.6,0.0,8.2,0.0,2513,3,0,2023-04-21 08:28:25.285133,2023-04-21
160,ASIA CAPITAL PLC,ACAP.N0000,49,0.0,0.0,4.0,4.0,4.0,4.0,1682056924288,22/SEP/1994,276.0,69,2,525319980.0,0.0,4.0,0.0,69,2,0,2023-04-21 08:28:25.285133,2023-04-21
2209,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,413,0.0,0.0,4.0,4.0,4.1,3.9,1682065373532,12/SEP/2012,148141.2,36865,18,1040000000.0,0.0,4.0,0.0,36865,18,2,2023-04-21 08:28:25.285133,2023-04-21
143,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,450,-0.9411764705882353,-0.4,42.1,42.5,42.1,42.1,1682059129887,30/JAN/2004,23155.0,550,3,18817950250.0,0.0,42.1,0.0,550,3,0,2023-04-21 08:28:25.285133,2023-04-21
240,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,50,1.550387596899225,0.2,13.1,12.9,13.2,12.7,1682064390690,12/NOV/2004,8666.0,675,13,6817102330.5,0.0,12.8,0.0,675,13,0,2023-04-21 08:28:25.285133,2023-04-21
225,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,100,0.7380073800738007,0.2,27.3,27.1,27.5,27.0,1682064775053,01/JUN/1986,396507.2,14680,18,30827160451.6,0.0,27.0,0.0,14680,18,0,2023-04-21 08:28:25.285133,2023-04-21
3794,B P P L HOLDINGS PLC,BPPL.N0000,10,0.0,0.0,21.5,21.5,21.5,21.5,1682064961368,04/APR/2017,11502.5,535,3,6597132175.5,0.0,21.5,0.0,535,3,2,2023-04-21 08:28:25.285133,2023-04-21
188,BAIRAHA FARMS PLC,BFL.N0000,10,2.422145328719723,3.5,148.0,144.5,148.75,143.5,1682064784705,05/DEC/1994,475370.75,3299,19,2543200000.0,0.0,144.5,0.0,3299,19,0,2023-04-21 08:28:25.285133,2023-04-21
193,BALANGODA  PLANTATIONS  PLC,BALA.N0000,1,2.7777777777777777,1.8,66.6,64.8,67.0,66.0,1682065605749,03/JUN/1998,68427.5,1029,8,3063272644.8,0.0,66.0,0.0,1029,8,0,2023-04-21 08:28:25.285133,2023-04-21
3080,BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,1,4.545454545454546,0.5,11.5,11.0,11.5,11.5,1682052648530,27/MAR/2014,11.5,1,1,591008000.0,0.0,11.5,0.0,1,1,2,2023-04-21 08:28:25.285133,2023-04-21
2188,BERUWALA RESORTS PLC,BERU.N0000,300,-6.666666666666667,-0.1,1.4,1.5,1.5,1.4,1682063213989,04/JUL/2012,598.5,419,4,900000000.0,0.0,1.5,0.0,419,4,2,2023-04-21 08:28:25.285133,2023-04-21
135,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,44000,25.0,0.2,1.0,0.8,1.2,0.8,1682065654881,31/MAR/1992,10022237.7,9679989,437,235681425.6,0.0,0.9,0.0,9679989,437,0,2023-04-21 08:28:25.285133,2023-04-21
301,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,47,66.66666666666667,0.2,0.5,0.3,0.5,0.3,1682065460901,31/MAR/1992,2245462.0,4931382,198,58390086.9,0.0,0.3,0.0,4931382,198,0,2023-04-21 08:28:25.285133,2023-04-21
189,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,184,0.30959752321981426,0.2,64.8,64.6,64.8,63.5,1682052613110,08/MAY/1992,64364.7,1001,8,6113285598.4,0.0,63.5,0.0,1001,8,2,2023-04-21 08:28:25.285133,2023-04-21
34,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,13,0.9685230024213075,0.4,41.7,41.3,43.0,41.7,1682063688656,08/DEC/1995,44822.1,1043,4,3458875000.0,0.0,43.0,0.0,1043,4,2,2023-04-21 08:28:25.285133,2023-04-21
25,BROWN & COMPANY PLC,BRWN.N0000,8,-0.4291845493562232,-0.5,116.0,116.5,116.0,113.25,1682065195713,25/APR/1991,638464.25,5530,42,24770812500.0,0.0,116.0,0.0,5530,42,2,2023-04-21 08:28:25.285133,2023-04-21
128,BROWNS BEACH HOTELS PLC,BBH.N0000,25,-2.3076923076923075,-0.3,12.7,13.0,12.8,12.7,1682057943183,22/FEB/1993,59361.5,4670,9,1684800000.0,0.0,12.8,0.0,4670,9,3,2023-04-21 08:28:25.285133,2023-04-21
1851,BROWNS INVESTMENTS PLC,BIL.N0000,16,0.0,0.0,5.9,5.9,6.0,5.8,1682065636320,26/JUL/2011,29981179.3,5080013,377,84781333014.0,0.0,5.9,0.0,5080013,377,2,2023-04-21 08:28:25.285133,2023-04-21
165,BUKIT DARAH PLC,BUKI.N0000,535,-2.5641025641025643,-10.0,380.0,390.0,390.0,380.0,1682051368762,01/JAN/1970,584662.0,1538,8,39780000000.0,0.0,390.0,0.0,1538,8,0,2023-04-21 08:28:25.285133,2023-04-21
308,C M HOLDINGS PLC,COLO.N0000,1,0.0,0.0,70.0,70.0,70.0,70.0,1682065228553,01/JAN/1970,770.0,11,3,1064000000.0,0.0,70.0,0.0,11,3,0,2023-04-21 08:28:25.285133,2023-04-21
510,C T HOLDINGS PLC,CTHR.N0000,1,2.7777777777777777,5.0,185.0,180.0,185.0,185.0,1682063410549,01/JAN/1928,185.0,1,1,36253256040.0,0.0,185.0,0.0,1,1,0,2023-04-21 08:28:25.285133,2023-04-21
520,C T LAND DEVELOPMENT PLC,CTLD.N0000,3,-1.8518518518518519,-0.5,26.5,27.0,26.5,26.5,1682055531405,22/MAR/1988,79.5,3,1,2193750000.0,0.0,26.5,0.0,3,1,2,2023-04-21 08:28:25.285133,2023-04-21
335,C. W. MACKIE PLC,CWM.N0000,20570,-2.0021074815595363,-1.9,93.0,94.9,96.0,93.0,1682064666268,09/JAN/1995,5290270.5,56417,59,3415313964.4,0.0,95.0,0.0,56417,59,2,2023-04-21 08:28:25.285133,2023-04-21
