id,name,symbol,quantity,percentageChange,change,price,previousClose,high,low,lastTradedTime,issueDate,turnover,sharevolume,tradevolume,marketCap,marketCapPercentage,open,closingPrice,crossingVolume,crossingTradeVol,status,Scrape_time,Date
2065,ACCESS ENGINEERING PLC,AEL.N0000,50,0.7407407407407407,0.1,13.6,13.5,13.6,13.6,1678681807679,27/MAR/2012,680.0,50,1,13500000000.0,0.0,13.6,0.0,50,1,0,2023-03-13 04:31:32.756558,2023-03-13
472,ACL CABLES PLC,ACL.N0000,436,-0.12121212121212122,-0.1,82.4,82.5,82.4,82.4,1678681807679,01/JAN/1976,35926.4,436,1,19764914400.0,0.0,82.4,0.0,436,1,0,2023-03-13 04:31:32.756558,2023-03-13
395,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,200,-0.7418397626112759,-0.5,66.9,67.4,66.9,66.9,1678681807679,01/JAN/1959,13380.0,200,1,2271110400.0,0.0,66.9,0.0,200,1,0,2023-03-13 04:31:32.756558,2023-03-13
3082,ALUMEX PLC,ALUM.N0000,2295,-1.1494252873563218,-0.1,8.6,8.7,8.6,8.6,1678681807679,31/MAR/2014,19737.0,2295,1,5207869416.0,0.0,8.6,0.0,2295,1,2,2023-03-13 04:31:32.756558,2023-03-13
3046,AMANA BANK PLC,ABL.N0000,2000,0.0,0.0,2.8,2.8,2.9,2.8,1678681969400,29/JAN/2014,24600.8,8552,2,7795058630.8,0.0,2.9,0.0,8552,2,0,2023-03-13 04:31:32.756558,2023-03-13
2145,AMBEON CAPITAL PLC,TAP.N0000,4700,-3.883495145631068,-0.4,9.9,10.3,9.9,9.9,1678681807679,17/MAY/2012,46530.0,4700,1,10328065594.5,0.0,9.9,0.0,4700,1,3,2023-03-13 04:31:32.756558,2023-03-13
2209,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,135,0.0,0.0,4.2,4.2,4.2,4.2,1678681807679,12/SEP/2012,567.0,135,1,1092000000.0,0.0,4.2,0.0,135,1,2,2023-03-13 04:31:32.756558,2023-03-13
189,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,50,0.2994011976047904,0.2,67.0,66.8,67.0,67.0,1678681807679,08/MAY/1992,3350.0,50,1,6321477987.2,0.0,67.0,0.0,50,1,2,2023-03-13 04:31:32.756558,2023-03-13
34,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,3,0.672645739910314,0.3,44.9,44.6,44.9,44.9,1678681807679,08/DEC/1995,134.7,3,1,3735250000.0,0.0,44.9,0.0,3,1,2,2023-03-13 04:31:32.756558,2023-03-13
1851,BROWNS INVESTMENTS PLC,BIL.N0000,3194,-1.6129032258064515,-0.1,6.1,6.2,6.1,6.1,1678681807679,26/JUL/2011,451400.0,74000,3,89092248252.0,0.0,6.1,0.0,74000,3,2,2023-03-13 04:31:32.756558,2023-03-13
520,C T LAND DEVELOPMENT PLC,CTLD.N0000,51,0.0,0.0,24.0,24.0,24.0,24.0,1678681807679,22/MAR/1988,1224.0,51,1,1950000000.0,0.0,24.0,0.0,51,1,2,2023-03-13 04:31:32.756558,2023-03-13
5293,CAPITAL ALLIANCE PLC,CALT.N0000,9750,-1.4577259475218658,-0.5,33.8,34.3,33.9,33.9,1678682702242,15/DEC/2021,16950.0,500,1,11299033421.2,0.0,33.9,0.0,500,1,2,2023-03-13 04:31:32.756558,2023-03-13
22,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,11,2.526315789473684,1.2,48.7,47.5,48.7,48.7,1678681807679,01/JAN/1981,535.7,11,1,856519762.5,0.0,48.7,0.0,11,1,0,2023-03-13 04:31:32.756558,2023-03-13
447,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,11,-2.719406674907293,-2.2,78.7,80.9,78.7,78.7,1678681807679,01/JAN/1969,865.7,11,1,18392975975.8,0.0,78.7,0.0,11,1,0,2023-03-13 04:31:32.756558,2023-03-13
224,CENTRAL INDUSTRIES PLC,CIND.N0000,320,0.8771929824561403,0.8,92.0,91.2,92.0,91.0,1678682449284,14/AUG/1990,130440.0,1420,5,2140143888.0,0.0,91.0,0.0,1420,5,0,2023-03-13 04:31:32.756558,2023-03-13
91,CEYLINCO INSURANCE PLC,CINS.N0000,10,-11.082004555808656,-243.25,1951.75,2195.0,1951.75,1951.75,1678682732711,21/APR/1988,29276.25,15,2,43900000000.0,0.0,1951.75,0.0,15,2,0,2023-03-13 04:31:32.756558,2023-03-13
426,CEYLON COLD STORES PLC,CCS.N0000,486,0.27100271002710025,0.1,37.0,36.9,37.0,37.0,1678681807679,01/JAN/1970,17982.0,486,1,35069760000.0,0.0,37.0,0.0,486,1,0,2023-03-13 04:31:32.756558,2023-03-13
196,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,100,-3.0898876404494384,-2.2,69.0,71.2,69.0,69.0,1678681807679,01/JAN/1951,6900.0,100,1,5875272628.8,0.0,69.0,0.0,100,1,0,2023-03-13 04:31:32.756558,2023-03-13
383,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,7500,7.6923076923076925,1.4,19.6,18.2,19.6,19.6,1678681807679,01/JAN/1967,147000.0,7500,1,3276563144.4,0.0,19.6,0.0,7500,1,0,2023-03-13 04:31:32.756558,2023-03-13
