id,name,symbol,quantity,percentageChange,change,price,previousClose,high,low,lastTradedTime,issueDate,turnover,sharevolume,tradevolume,marketCap,marketCapPercentage,open,closingPrice,crossingVolume,crossingTradeVol,status,Scrape_time,Date
204,ABANS ELECTRICALS PLC,ABAN.N0000,11,0.0,0.0,158.0,158.0,155.0,154.0,1679987274741,01/JAN/1984,2624.0,17,3,807468480.0,0.0,155.0,158.0,17,3,0,2023-03-28 10:30:10.464018,2023-03-28
1845,ABANS FINANCE PLC,AFSL.N0000,2,-10.504201680672269,-2.5,21.3,23.8,23.8,21.3,1679984120424,27/JUN/2011,21347.6,1002,6,1569664542.3,0.0,21.3,21.3,1002,6,3,2023-03-28 10:30:10.464018,2023-03-28
2065,ACCESS ENGINEERING PLC,AEL.N0000,714,-1.36986301369863,-0.2,14.4,14.6,14.8,14.1,1679988596880,27/MAR/2012,10293211.8,717461,142,14400000000.0,0.0,14.5,14.4,717461,142,0,2023-03-28 10:30:10.464018,2023-03-28
472,ACL CABLES PLC,ACL.N0000,300,-1.3414634146341464,-1.1,80.9,82.0,82.0,80.0,1679989481810,01/JAN/1976,83448475.7,1030963,262,19381594848.0,0.0,80.5,80.9,1030963,262,0,2023-03-28 10:30:10.464018,2023-03-28
406,ACL PLASTICS PLC,APLA.N0000,8,-3.2987171655467318,-13.5,395.75,409.25,409.25,386.0,1679988803355,05/APR/1995,269747.25,677,38,1667096875.0,0.0,409.25,395.75,677,38,0,2023-03-28 10:30:10.464018,2023-03-28
554,ACME PRINTING & PACKAGING PLC,ACME.N0000,3000,1.5384615384615385,0.1,6.6,6.5,6.7,6.6,1679987686608,01/JAN/1956,29199.4,4409,5,627000000.0,0.0,6.7,6.6,4409,5,0,2023-03-28 10:30:10.464018,2023-03-28
163,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,70,-0.967741935483871,-0.3,30.7,31.0,31.0,30.6,1679988708617,22/JAN/1996,374722.1,12174,27,4796875000.0,0.0,31.0,30.7,12174,27,0,2023-03-28 10:30:10.464018,2023-03-28
2026,AGSTAR PLC,AGST.N0000,1000,0.0,0.0,11.5,11.5,11.9,11.2,1679988884645,16/FEB/2012,1948252.3,171646,83,5304828847.5,0.0,11.9,11.5,171646,83,2,2023-03-28 10:30:10.464018,2023-03-28
144,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,907,1.9672131147540983,1.2,62.2,61.0,62.5,60.0,1679988521134,01/JAN/1980,2161045.4,35935,20,20917238622.0,0.0,60.1,62.2,35935,20,0,2023-03-28 10:30:10.464018,2023-03-28
343,AITKEN SPENCE PLC,SPEN.N0000,453,0.5802707930367504,0.75,130.0,129.25,132.0,127.0,1679989397161,01/JAN/1983,1678397.0,13081,11,52779485850.0,0.0,131.0,130.0,13081,11,0,2023-03-28 10:30:10.464018,2023-03-28
395,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,156,0.0,0.0,64.1,64.1,64.5,64.0,1679987691523,01/JAN/1959,42062.0,656,9,2159913600.0,0.0,64.0,64.1,656,9,0,2023-03-28 10:30:10.464018,2023-03-28
3082,ALUMEX PLC,ALUM.N0000,500,-3.6144578313253013,-0.3,8.0,8.3,8.3,7.9,1679988831874,31/MAR/2014,2603573.8,324150,83,4788845440.0,0.0,8.1,8.0,324150,83,2,2023-03-28 10:30:10.464018,2023-03-28
3046,AMANA BANK PLC,ABL.N0000,81,0.0,0.0,2.6,2.6,2.7,2.5,1679988924119,29/JAN/2014,423197.6,162669,50,7238268728.6,0.0,2.7,2.6,162669,50,0,2023-03-28 10:30:10.464018,2023-03-28
364,AMANA TAKAFUL PLC,ATL.N0000,2490,-3.3057851239669422,-0.4,11.7,12.1,11.7,11.7,1679979750906,27/NOV/2006,29250.0,2500,2,2382478523.1,0.0,11.7,11.7,2500,2,2,2023-03-28 10:30:10.464018,2023-03-28
2145,AMBEON CAPITAL PLC,TAP.N0000,65,1.0869565217391304,0.1,9.3,9.2,9.5,9.0,1679988138151,17/MAY/2012,675838.2,74114,45,9325340779.5,0.0,9.2,9.3,74114,45,3,2023-03-28 10:30:10.464018,2023-03-28
121,AMBEON HOLDINGS PLC,GREG.N0000,100,0.2777777777777778,0.1,36.1,36.0,37.0,36.0,1679988211538,01/JAN/1970,4227.0,117,5,12882994942.6,0.0,37.0,36.1,117,5,2,2023-03-28 10:30:10.464018,2023-03-28
2025,ASIA ASSET FINANCE PLC,AAF.N0000,6,0.0,0.0,8.0,8.0,8.2,8.2,1679978815468,12/JAN/2012,410.0,50,3,993564264.0,0.0,8.2,8.0,50,3,0,2023-03-28 10:30:10.464018,2023-03-28
2209,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,6,0.0,0.0,4.1,4.1,4.2,4.0,1679988346694,12/SEP/2012,541356.8,135118,22,1066000000.0,0.0,4.2,4.1,135118,22,2,2023-03-28 10:30:10.464018,2023-03-28
143,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,1,1.4150943396226414,0.6,43.0,42.4,43.6,41.8,1679988618462,30/JAN/2004,397162.8,9237,10,19039337900.0,0.0,43.0,43.0,9237,10,0,2023-03-28 10:30:10.464018,2023-03-28
240,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,500,-0.8,-0.1,12.4,12.5,12.4,12.4,1679988766199,12/NOV/2004,27180.8,2192,11,6552873558.0,0.0,12.4,12.4,2192,11,0,2023-03-28 10:30:10.464018,2023-03-28
