id,name,symbol,quantity,percentageChange,change,price,previousClose,high,low,lastTradedTime,issueDate,turnover,sharevolume,tradevolume,marketCap,marketCapPercentage,open,closingPrice,crossingVolume,crossingTradeVol,status,Scrape_time,Date
204,ABANS ELECTRICALS PLC,ABAN.N0000,45,9.489051094890511,13.0,150.0,137.0,150.0,146.0,1681717305275,01/JAN/1984,39668.5,268,14,700146720.0,0.0,148.0,0.0,268,14,0,2023-04-17 08:29:37.939984,2023-04-17
1845,ABANS FINANCE PLC,AFSL.N0000,340,-0.8771929824561403,-0.2,22.6,22.8,22.7,22.6,1681719887189,27/JUN/2011,7911.0,350,2,1680204298.8,0.0,22.7,0.0,350,2,3,2023-04-17 08:29:37.939984,2023-04-17
2065,ACCESS ENGINEERING PLC,AEL.N0000,10000,2.8368794326241136,0.4,14.5,14.1,14.5,14.0,1681718403249,27/MAR/2012,1630895.8,114349,81,14100000000.0,0.0,14.5,0.0,114349,81,0,2023-04-17 08:29:37.939984,2023-04-17
472,ACL CABLES PLC,ACL.N0000,40,-0.12091898428053205,-0.1,82.6,82.7,84.0,81.0,1681719970514,01/JAN/1976,15362436.4,184966,140,19812829344.0,0.0,83.0,0.0,184966,140,0,2023-04-17 08:29:37.939984,2023-04-17
406,ACL PLASTICS PLC,APLA.N0000,45,1.3470173187940988,5.25,395.0,389.75,400.0,395.0,1681718056767,05/APR/1995,230018.0,582,11,1641821875.0,0.0,395.0,0.0,582,11,0,2023-04-17 08:29:37.939984,2023-04-17
163,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,10,-0.6349206349206349,-0.2,31.3,31.5,31.6,31.2,1681719436287,22/JAN/1996,561671.2,17896,27,4921875000.0,0.0,31.3,0.0,17896,27,0,2023-04-17 08:29:37.939984,2023-04-17
2026,AGSTAR PLC,AGST.N0000,5913,-1.5151515151515151,-0.2,13.0,13.2,13.6,13.0,1681720045007,16/FEB/2012,6912824.3,528660,125,6089020938.0,0.0,13.6,0.0,528660,125,2,2023-04-17 08:29:37.939984,2023-04-17
144,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,500,0.0,0.0,60.0,60.0,60.0,59.2,1681718992870,01/JAN/1980,1510140.8,25299,13,20177400600.0,0.0,60.0,0.0,25299,13,0,2023-04-17 08:29:37.939984,2023-04-17
343,AITKEN SPENCE PLC,SPEN.N0000,1804,0.9765625,1.25,129.25,128.0,137.75,127.0,1681718354309,01/JAN/1983,70426413.75,542389,86,51967493760.0,0.0,128.0,0.0,542389,86,0,2023-04-17 08:29:37.939984,2023-04-17
395,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,8,-1.0043041606886658,-0.7,69.0,69.7,70.0,67.0,1681716972489,01/JAN/1959,1004300.5,14890,54,2348611200.0,0.0,68.9,0.0,14890,54,0,2023-04-17 08:29:37.939984,2023-04-17
3082,ALUMEX PLC,ALUM.N0000,1500,-1.1235955056179776,-0.1,8.8,8.9,8.9,8.6,1681719796441,31/MAR/2014,1119826.8,128021,48,5327590552.0,0.0,8.8,0.0,128021,48,2,2023-04-17 08:29:37.939984,2023-04-17
3046,AMANA BANK PLC,ABL.N0000,2500,0.0,0.0,2.7,2.7,2.7,2.6,1681719810408,29/JAN/2014,135939.8,51263,22,7516663679.7,0.0,2.7,0.0,51263,22,0,2023-04-17 08:29:37.939984,2023-04-17
364,AMANA TAKAFUL PLC,ATL.N0000,500,-0.8695652173913043,-0.1,11.4,11.5,11.5,11.4,1681720140995,27/NOV/2006,16808.0,1470,3,2341752394.5,0.0,11.5,0.0,1470,3,2,2023-04-17 08:29:37.939984,2023-04-17
