id,name,symbol,quantity,percentageChange,change,price,previousClose,high,low,lastTradedTime,issueDate,turnover,sharevolume,tradevolume,marketCap,marketCapPercentage,open,closingPrice,crossingVolume,crossingTradeVol,status,Scrape_time,Date
204,ABANS ELECTRICALS PLC,ABAN.N0000,1,0.0,0.0,136.5,136.5,147.0,147.0,1683535094008,01/JAN/1984,147.0,1,1,697591440.0,0.0,147.0,136.5,1,1,0,2023-05-08 10:28:08.451436,2023-05-08
1845,ABANS FINANCE PLC,AFSL.N0000,11,0.0,0.0,20.4,20.4,22.7,20.5,1683536274470,27/JUN/2011,248.2,12,2,1503340688.4,0.0,22.7,20.4,12,2,3,2023-05-08 10:28:08.451436,2023-05-08
2065,ACCESS ENGINEERING PLC,AEL.N0000,2000,0.0,0.0,13.8,13.8,14.2,13.8,1683536310627,27/MAR/2012,1158757.9,83144,61,13800000000.0,0.0,13.8,13.8,83144,61,0,2023-05-08 10:28:08.451436,2023-05-08
472,ACL CABLES PLC,ACL.N0000,100,1.0638297872340425,0.8,76.0,75.2,77.9,75.0,1683536310406,01/JAN/1976,7998064.4,104624,194,18207678720.0,0.0,76.1,76.0,104624,194,0,2023-05-08 10:28:08.451436,2023-05-08
406,ACL PLASTICS PLC,APLA.N0000,1,0.0,0.0,360.0,360.0,377.75,376.0,1683535840620,05/APR/1995,1130.75,3,3,1516500000.0,0.0,377.75,360.0,3,3,0,2023-05-08 10:28:08.451436,2023-05-08
554,ACME PRINTING & PACKAGING PLC,ACME.N0000,1,5.084745762711864,0.3,6.2,5.9,6.2,6.2,1683535637223,01/JAN/1956,626.2,101,2,589000000.0,0.0,6.2,6.2,101,2,0,2023-05-08 10:28:08.451436,2023-05-08
163,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,100,4.2105263157894735,1.2,29.7,28.5,30.0,29.2,1683535741176,22/JAN/1996,974834.3,32759,70,4640625000.0,0.0,29.2,29.7,32759,70,0,2023-05-08 10:28:08.451436,2023-05-08
2026,AGSTAR PLC,AGST.N0000,500,0.0,0.0,11.5,11.5,11.7,11.3,1683536293800,16/FEB/2012,3859389.0,335633,75,5304828847.5,0.0,11.7,11.5,335633,75,2,2023-05-08 10:28:08.451436,2023-05-08
144,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,1,-1.694915254237288,-1.0,58.0,59.0,59.5,58.0,1683535735298,01/JAN/1980,12885600.6,216584,32,19504820580.0,0.0,59.5,58.0,216584,32,0,2023-05-08 10:28:08.451436,2023-05-08
343,AITKEN SPENCE PLC,SPEN.N0000,1,-0.3861003861003861,-0.5,129.0,129.5,133.0,129.0,1683535101984,01/JAN/1983,21512210.5,166651,27,52373489805.0,0.0,133.0,129.0,166651,27,0,2023-05-08 10:28:08.451436,2023-05-08
